time,id,x,y,z,vx,vy,vz,yaw,pitch,roll,Team_id,Intent_id
29.8,10,3119.631768,-3657.491624,903.9348758,-21.77678585,-1.34337641,0.002982974,-3.079982265,-0.00013672,0.000964504,3,3
29.8,9,3081.180355,-2767.978499,410.8231297,-21.74403154,1.797261914,0.00297852,3.059124704,-0.000136515,0.000798933,3,3
29.8,8,3246.522667,2876.099746,855.8304955,-0.409531316,-0.197219857,-3.77E-11,-2.692793764,8.29E-11,-1.21E-08,2,2
29.8,7,3217.644793,3076.7,1267.29,-0.454545455,-3.42E-10,6.42E-13,-3.141592653,-1.41E-12,-1.94E-11,2,2
29.8,6,3057.852667,2939.800254,1523.090495,-0.409531316,0.197219857,-1.28E-10,2.692793764,2.81E-10,1.21E-08,2,2
29.9,1,1768.536562,-2574.094291,2879.701993,0.409531373,0.197219737,-6.11E-11,0.448798598,1.35E-10,-5.61E-08,1,1
29.9,2,1912.469635,-1399.487484,2958.333257,0.283404447,0.355377953,7.33E-11,0.897597923,-1.61E-10,-1.67E-08,1,1
29.9,3,1781.691545,-3655.434378,3103.213626,0.101145879,0.443149051,5.81E-11,1.346396851,-1.28E-10,1.97E-08,1,1
29.9,4,932.7047613,-1739.917925,2517.02303,-0.101145855,0.443149056,-3.41E-11,1.795195749,7.51E-11,-2.82E-08,1,1
29.9,5,3325.445113,4442.36623,1709.131735,-0.283404499,0.355377912,4.05E-12,2.243994876,-8.92E-12,-1.72E-09,2,2
29.9,16,4933.555337,4413.249514,2656.751987,0.2834045,0.355377911,-3.14E-11,0.897597775,6.91E-11,-1.66E-08,5,5
29.9,17,2499.367037,4877.986347,1860.862227,0.101145899,0.443149046,-6.27E-11,1.346396806,1.38E-10,-4.19E-08,5,5
29.9,15,3680.881058,4472.723183,2296.711245,0.409531328,0.197219832,-7.97E-11,0.448798829,1.75E-10,-1.38E-08,5,5
29.9,14,-4480.287719,-966.8403015,2907.692878,0.454545454,5.45E-08,-8.68E-11,1.20E-07,1.91E-10,1.18E-08,4,4
29.9,13,-2864.414691,-19.51188698,2897.891967,0.409531316,-0.197219856,4.39E-11,-0.448798889,-9.65E-11,2.59E-08,4,4
29.9,12,-2734.965815,-2278.642283,2489.702321,0.283404458,-0.355377945,2.89E-11,-0.897597894,-6.37E-11,-1.82E-08,4,4
29.9,11,3049.750495,-3086.979199,623.6481955,-21.67389982,-2.505019085,0.002978634,-3.026525523,-0.000136521,-0.000263223,3,3
29.9,10,3117.454093,-3657.626009,903.9351751,-21.77672764,-1.344319739,0.002993391,-3.079938947,-0.000137197,0.000963422,3,3
29.9,9,3079.005949,-2767.798812,410.8234286,-21.74409598,1.79648208,0.002988938,3.059160568,-0.000136993,0.000797642,3,3
29.9,8,3246.481714,2876.080024,855.8304955,-0.409531318,-0.197219852,5.38E-13,-2.692793774,-1.18E-12,-4.92E-09,2,2
29.9,7,3217.599339,3076.7,1267.29,-0.454545455,-3.28E-10,1.71E-11,-3.141592653,-3.76E-11,-1.36E-11,2,2
29.9,6,3057.811714,2939.819976,1523.090495,-0.409531318,0.197219852,-1.29E-10,2.692793775,2.83E-10,4.94E-09,2,2
30,1,1768.577516,-2574.074569,2879.701993,0.40953138,0.197219723,-5.22E-11,0.448798564,1.15E-10,-1.58E-08,1,1
30,2,1912.497976,-1399.451946,2958.333257,0.283404461,0.355377942,6.65E-11,0.897597885,-1.46E-10,-1.75E-08,1,1
30,3,1781.701659,-3655.390063,3103.213626,0.101145862,0.443149055,4.56E-11,1.34639689,-1.00E-10,1.80E-08,1,1
30,4,932.6946467,-1739.87361,2517.02303,-0.101145836,0.443149061,-2.71E-11,1.795195705,5.96E-11,-2.03E-08,1,1
30,5,3325.416773,4442.401768,1709.131735,-0.283404488,0.35537792,-9.93E-12,2.243994846,2.18E-11,-1.38E-08,2,2
30,16,4933.583678,4413.285052,2656.751987,0.283404502,0.355377909,-2.96E-11,0.897597769,6.52E-11,-2.48E-09,5,5
30,17,2499.377152,4878.030662,1860.862227,0.101145931,0.443149039,-7.88E-11,1.346396733,1.73E-10,-3.35E-08,5,5
30,15,3680.922012,4472.742905,2296.711245,0.409531328,0.197219831,-6.67E-11,0.448798828,1.47E-10,-3.89E-10,5,5
30,14,-4480.242265,-966.8403015,2907.692878,0.454545454,5.33E-08,-8.34E-11,1.17E-07,1.84E-10,-1.24E-09,4,4
30,13,-2864.373738,-19.53160896,2897.891967,0.409531323,-0.197219841,1.31E-12,-0.448798852,-2.89E-12,1.74E-08,4,4
30,12,-2734.937475,-2278.677821,2489.702321,0.283404445,-0.355377955,3.40E-11,-0.897597931,-7.47E-11,-1.73E-08,4,4
30,11,3047.583103,-3087.229688,623.6484944,-21.67392882,-2.504768153,0.002989014,-3.026537101,-0.000136996,-0.000257492,3,3
30,10,3115.276423,-3657.760488,903.9354754,-21.77666945,-1.345261851,0.003003807,-3.079895685,-0.000137674,0.000962183,3,3
30,9,3076.831536,-2767.619202,410.8237285,-21.74416029,1.795703492,0.002999356,3.059196375,-0.00013747,0.000796366,3,3
30,8,3246.440761,2876.060302,855.8304955,-0.409531317,-0.197219855,4.10E-12,-2.692793769,-9.02E-12,2.66E-09,2,2
30,7,3217.553884,3076.7,1267.29,-0.454545455,-3.25E-10,-3.76E-12,-3.141592653,8.28E-12,-2.92E-12,2,2
30,6,3057.770761,2939.839698,1523.090495,-0.409531317,0.197219854,-1.11E-10,2.692793769,2.44E-10,-2.62E-09,2,2
30.1,1,1768.618469,-2574.054847,2879.701993,0.40953137,0.197219745,-3.87E-11,0.448798616,8.50E-11,2.43E-08,1,1
30.1,2,1912.526316,-1399.416408,2958.333257,0.283404472,0.355377933,9.96E-11,0.897597854,-2.19E-10,-1.44E-08,1,1
30.1,3,1781.711774,-3655.345748,3103.213626,0.10114585,0.443149057,5.31E-11,1.346396917,-1.17E-10,1.26E-08,1,1
30.1,4,932.6845321,-1739.829295,2517.02303,-0.101145828,0.443149062,-3.36E-11,1.795195686,7.40E-11,-8.71E-09,1,1
30.1,5,3325.388433,4442.437306,1709.131735,-0.283404472,0.355377933,4.10E-11,2.243994799,-9.01E-11,-2.19E-08,2,2
30.1,16,4933.612018,4413.32059,2656.751987,0.283404494,0.355377916,-3.26E-11,0.897597793,7.18E-11,1.09E-08,5,5
30.1,17,2499.387266,4878.074977,1860.862227,0.101145949,0.443149035,-2.67E-11,1.346396693,5.87E-11,-1.86E-08,5,5
30.1,15,3680.962965,4472.762627,2296.711245,0.409531323,0.197219842,-6.29E-11,0.448798854,1.38E-10,1.19E-08,5,5
30.1,14,-4480.19681,-966.8403015,2907.692878,0.454545454,4.07E-08,-8.06E-11,8.95E-08,1.77E-10,-1.29E-08,4,4
30.1,13,-2864.332785,-19.55133095,2897.891967,0.409531326,-0.197219836,1.92E-11,-0.448798839,-4.22E-11,5.89E-09,4,4
30.1,12,-2734.909134,-2278.713359,2489.702321,0.283404435,-0.355377963,2.39E-11,-0.897597959,-5.25E-11,-1.28E-08,4,4
30.1,11,3045.415709,-3087.480153,623.6487944,-21.67395724,-2.504522152,0.002999394,-3.026548451,-0.000137472,-0.000252432,3,3
30.1,10,3113.098759,-3657.895061,903.9357768,-21.77661132,-1.346202613,0.003014223,-3.079852484,-0.000138152,0.000960806,3,3
30.1,9,3074.657116,-2767.439671,410.8240295,-21.74422447,1.79492613,0.003009774,3.059232125,-0.000137948,0.000795109,3,3
30.1,8,3246.399808,2876.04058,855.8304955,-0.409531313,-0.197219863,-3.96E-13,-2.692793749,8.72E-13,8.98E-09,2,2
30.1,7,3217.50843,3076.7,1267.29,-0.454545455,-3.14E-10,-1.50E-11,-3.141592653,3.31E-11,-1.21E-11,2,2
30.1,6,3057.729808,2939.85942,1523.090495,-0.409531313,0.197219862,-1.07E-10,2.69279375,2.36E-10,-8.93E-09,2,2
30.2,1,1768.659422,-2574.035125,2879.701993,0.409531346,0.197219794,-1.94E-11,0.448798736,4.26E-11,5.55E-08,1,1
30.2,2,1912.554657,-1399.38087,2958.333257,0.283404478,0.355377928,1.18E-10,0.897597836,-2.59E-10,-8.42E-09,1,1
30.2,3,1781.721888,-3655.301434,3103.213626,0.101145845,0.443149059,6.15E-11,1.346396928,-1.35E-10,4.97E-09,1,1
30.2,4,932.6744176,-1739.784981,2517.02303,-0.101145831,0.443149062,-2.58E-11,1.795195694,5.67E-11,3.70E-09,1,1
30.2,5,3325.360092,4442.472844,1709.131735,-0.283404453,0.355377948,1.88E-12,2.243994746,-4.13E-12,-2.45E-08,2,2
30.2,16,4933.640359,4413.356127,2656.751987,0.283404478,0.355377928,-4.78E-11,0.897597837,1.05E-10,2.07E-08,5,5
30.2,17,2499.397381,4878.119292,1860.862227,0.10114595,0.443149035,3.36E-12,1.346396691,-7.38E-12,-1.14E-09,5,5
30.2,15,3681.003918,4472.782349,2296.711245,0.409531314,0.19721986,-5.72E-11,0.448798898,1.26E-10,2.05E-08,5,5
30.2,14,-4480.151356,-966.8403015,2907.692878,0.454545454,2.04E-08,-5.21E-11,4.49E-08,1.15E-10,-2.07E-08,4,4
30.2,13,-2864.291832,-19.57105293,2897.891967,0.409531323,-0.197219841,4.26E-11,-0.448798852,-9.36E-11,-5.84E-09,4,4
30.2,12,-2734.880794,-2278.748896,2489.702321,0.283404431,-0.355377967,5.60E-12,-0.897597971,-1.23E-11,-5.93E-09,4,4
30.2,11,3043.248312,-3087.730593,623.6490953,-21.67398516,-2.504280465,0.003009773,-3.026559602,-0.000137948,-0.000248006,3,3
30.2,10,3110.9211,-3658.029728,903.9360792,-21.77655323,-1.347141907,0.003024638,-3.079809351,-0.000138629,0.000959309,3,3
30.2,9,3072.482691,-2767.260217,410.8243314,-21.74428852,1.794149969,0.003020192,3.05926782,-0.000138425,0.000793878,3,3
30.2,8,3246.358855,2876.020858,855.8304955,-0.409531307,-0.197219874,-1.26E-11,-2.692793722,2.78E-11,1.28E-08,2,2
30.2,7,3217.462975,3076.7,1267.29,-0.454545455,-2.95E-10,-5.87E-12,-3.141592653,1.29E-11,-1.90E-11,2,2
30.2,6,3057.688855,2939.879142,1523.090495,-0.409531307,0.197219874,-8.56E-11,2.692793722,1.88E-10,-1.27E-08,2,2
30.3,1,1768.700375,-2574.015403,2879.701993,0.409531315,0.197219857,-3.17E-11,0.448798891,6.98E-11,7.19E-08,1,1
30.3,2,1912.582997,-1399.345332,2958.333257,0.283404479,0.355377927,1.28E-10,0.897597834,-2.82E-10,-1.20E-09,1,1
30.3,3,1781.732003,-3655.257119,3103.213626,0.101145848,0.443149058,5.41E-11,1.346396921,-1.19E-10,-3.07E-09,1,1
30.3,4,932.664303,-1739.740666,2517.02303,-0.101145845,0.443149059,-7.47E-11,1.795195725,1.64E-10,1.42E-08,1,1
30.3,5,3325.331752,4442.508382,1709.131735,-0.283404436,0.355377962,-1.66E-11,2.243994699,3.65E-11,-2.15E-08,2,2
30.3,16,4933.668699,4413.391665,2656.751987,0.283404459,0.355377944,-1.86E-11,0.897597892,4.08E-11,2.51E-08,5,5
30.3,17,2499.407496,4878.163607,1860.862227,0.101145936,0.443149038,2.14E-13,1.346396723,-4.71E-13,1.50E-08,5,5
30.3,15,3681.044871,4472.802071,2296.711245,0.409531304,0.197219881,-3.97E-11,0.448798949,8.73E-11,2.39E-08,5,5
30.3,14,-4480.105901,-966.8403015,2907.692878,0.454545455,-2.44E-09,-4.29E-11,-5.37E-09,9.43E-11,-2.33E-08,4,4
30.3,13,-2864.250879,-19.59077492,2897.891967,0.409531317,-0.197219854,4.37E-11,-0.448798884,-9.61E-11,-1.53E-08,4,4
30.3,12,-2734.852454,-2278.784434,2489.702321,0.283404432,-0.355377966,1.65E-11,-0.897597968,-3.62E-11,1.59E-09,4,4
30.3,11,3041.080912,-3087.981009,623.6493973,-21.67401264,-2.504042507,0.003020153,-3.026570581,-0.000138424,-0.000244178,3,3
30.3,10,3108.743448,-3658.164489,903.9363827,-21.77649519,-1.348079631,0.003035052,-3.07976629,-0.000139107,0.000957709,3,3
30.3,9,3070.308259,-2767.080841,410.8246345,-21.74435245,1.793374981,0.00303061,3.059303461,-0.000138903,0.000792677,3,3
30.3,8,3246.317901,2876.001136,855.8304955,-0.409531302,-0.197219886,1.45E-11,-2.692793692,-3.19E-11,1.35E-08,2,2
30.3,7,3217.417521,3076.7,1267.29,-0.454545455,-2.72E-10,2.41E-11,-3.141592653,-5.31E-11,-2.38E-11,2,2
30.3,6,3057.647901,2939.898864,1523.090495,-0.409531302,0.197219885,-7.39E-11,2.692793693,1.62E-10,-1.34E-08,2,2
30.4,1,1768.741328,-2573.995681,2879.701993,0.409531285,0.19721992,-3.62E-11,0.448799045,7.96E-11,7.13E-08,1,1
30.4,2,1912.611337,-1399.309795,2958.333257,0.283404475,0.355377931,7.85E-11,0.897597846,-1.73E-10,5.62E-09,1,1
30.4,3,1781.742118,-3655.212804,3103.213626,0.101145858,0.443149056,1.01E-10,1.3463969,-2.22E-10,-9.72E-09,1,1
30.4,4,932.6541884,-1739.696351,2517.02303,-0.101145865,0.443149054,-7.69E-11,1.795195769,1.69E-10,2.07E-08,1,1
30.4,5,3325.303411,4442.543919,1709.131735,-0.283404425,0.35537797,-4.96E-11,2.243994669,1.09E-10,-1.42E-08,2,2
30.4,16,4933.69704,4413.427203,2656.751987,0.283404441,0.355377958,-2.02E-11,0.897597943,4.45E-11,2.37E-08,5,5
30.4,17,2499.41761,4878.207922,1860.862227,0.101145911,0.443149044,3.11E-11,1.34639678,-6.85E-11,2.65E-08,5,5
30.4,15,3681.085824,4472.821792,2296.711245,0.409531295,0.1972199,-4.45E-11,0.448798996,9.78E-11,2.18E-08,5,5
30.4,14,-4480.060447,-966.8403015,2907.692878,0.454545455,-2.27E-08,-2.92E-11,-5.00E-08,6.42E-11,-2.07E-08,4,4
30.4,13,-2864.209926,-19.6104969,2897.891967,0.409531308,-0.197219872,3.54E-11,-0.448798929,-7.79E-11,-2.05E-08,4,4
30.4,12,-2734.824113,-2278.819972,2489.702321,0.283404438,-0.355377961,-1.53E-11,-0.897597951,3.37E-11,8.10E-09,4,4
30.4,11,3038.913509,-3088.231401,623.6497004,-21.67403976,-2.503807731,0.003030533,-3.026581413,-0.000138899,-0.000240913,3,3
30.4,10,3106.565801,-3658.299344,903.9366872,-21.77643722,-1.349015701,0.003045466,-3.079723304,-0.000139584,0.000956022,3,3
30.4,9,3068.13382,-2766.901542,410.8249385,-21.74441625,1.792601131,0.003041028,3.05933905,-0.00013938,0.00079151,3,3
30.4,8,3246.276948,2875.981414,855.8304955,-0.409531297,-0.197219896,-5.51E-13,-2.692793668,1.21E-12,1.12E-08,2,2
30.4,7,3217.372066,3076.7,1267.29,-0.454545455,-2.60E-10,1.71E-11,-3.141592653,-3.77E-11,-1.20E-11,2,2
30.4,6,3057.606948,2939.918586,1523.090495,-0.409531297,0.197219895,-9.13E-11,2.692793669,2.01E-10,-1.12E-08,2,2
30.5,1,1768.782281,-2573.975959,2879.701993,0.409531261,0.197219969,-1.80E-11,0.448799164,3.95E-11,5.53E-08,1,1
30.5,2,1912.639678,-1399.274257,2958.333257,0.283404467,0.355377937,4.41E-11,0.897597869,-9.69E-11,1.06E-08,1,1
30.5,3,1781.752232,-3655.168489,3103.213626,0.101145871,0.443149053,1.38E-10,1.34639687,-3.03E-10,-1.37E-08,1,1
30.5,4,932.6440738,-1739.652036,2517.02303,-0.101145886,0.443149049,-8.65E-11,1.795195817,1.90E-10,2.21E-08,1,1
30.5,5,3325.275071,4442.579457,1709.131735,-0.283404422,0.355377973,-4.67E-11,2.243994659,1.03E-10,-4.53E-09,2,2
30.5,16,4933.72538,4413.462741,2656.751987,0.283404427,0.355377969,-5.19E-11,0.89759798,1.14E-10,1.73E-08,5,5
30.5,17,2499.427725,4878.252237,1860.862227,0.101145881,0.44314905,3.42E-11,1.346396848,-7.53E-11,3.12E-08,5,5
30.5,15,3681.126777,4472.841514,2296.711245,0.409531288,0.197219914,-2.28E-11,0.448799029,5.03E-11,1.52E-08,5,5
30.5,14,-4480.014992,-966.8403015,2907.692878,0.454545455,-3.62E-08,2.29E-11,-7.97E-08,-5.03E-11,-1.38E-08,4,4
30.5,13,-2864.168973,-19.63021889,2897.891967,0.409531299,-0.197219891,6.34E-11,-0.448798974,-1.39E-10,-2.09E-08,4,4
30.5,12,-2734.795773,-2278.85551,2489.702321,0.283404447,-0.355377953,-1.51E-11,-0.897597924,3.31E-11,1.23E-08,4,4
30.5,11,3036.746104,-3088.481771,623.6500045,-21.67406657,-2.503575623,0.003040913,-3.026592122,-0.000139375,-0.000238175,3,3
30.5,10,3104.388161,-3658.434292,903.9369927,-21.77637932,-1.349950044,0.00305588,-3.079680398,-0.000140061,0.000954261,3,3
30.5,9,3065.959376,-2766.72232,410.8252437,-21.74447994,1.791828383,0.003051445,3.059374587,-0.000139858,0.00079038,3,3
30.5,8,3246.235995,2875.961692,855.8304955,-0.409531294,-0.197219902,-1.31E-11,-2.692793654,2.88E-11,6.72E-09,2,2
30.5,7,3217.326612,3076.7,1267.29,-0.454545455,-2.66E-10,2.57E-11,-3.141592653,-5.66E-11,5.95E-12,2,2
30.5,6,3057.565995,2939.938308,1523.090495,-0.409531294,0.197219901,-1.03E-10,2.692793655,2.26E-10,-6.73E-09,2,2
30.6,1,1768.823234,-2573.956237,2879.701993,0.409531249,0.197219995,2.45E-11,0.448799227,-5.39E-11,2.89E-08,1,1
30.6,2,1912.668018,-1399.238719,2958.333257,0.283404457,0.355377945,7.92E-11,0.897597896,-1.74E-10,1.29E-08,1,1
30.6,3,1781.762347,-3655.124174,3103.213626,0.101145884,0.44314905,7.56E-11,1.34639684,-1.66E-10,-1.43E-08,1,1
30.6,4,932.6339592,-1739.607721,2517.02303,-0.101145903,0.443149045,-7.00E-11,1.795195857,1.54E-10,1.86E-08,1,1
30.6,5,3325.24673,4442.614995,1709.131735,-0.283404426,0.35537797,-4.53E-11,2.24399467,9.97E-11,5.29E-09,2,2
30.6,16,4933.753721,4413.498279,2656.751987,0.283404421,0.355377974,-8.36E-11,0.897597997,1.84E-10,7.79E-09,5,5
30.6,17,2499.437839,4878.296552,1860.862227,0.101145853,0.443149057,-6.80E-12,1.34639691,1.50E-11,2.87E-08,5,5
30.6,15,3681.16773,4472.861236,2296.711245,0.409531286,0.197219919,-3.44E-12,0.448799042,7.56E-12,5.97E-09,5,5
30.6,14,-4479.969538,-966.8403015,2907.692878,0.454545455,-4.07E-08,4.82E-11,-8.96E-08,-1.06E-10,-4.59E-09,4,4
30.6,13,-2864.128019,-19.64994088,2897.891967,0.409531292,-0.197219906,5.71E-11,-0.44879901,-1.26E-10,-1.67E-08,4,4
30.6,12,-2734.767432,-2278.891048,2489.702321,0.283404458,-0.355377945,-1.55E-11,-0.897597895,3.40E-11,1.34E-08,4,4
30.6,11,3034.578696,-3088.732117,623.6503096,-21.67409312,-2.5033457,0.003051293,-3.02660273,-0.000139851,-0.000235932,3,3
30.6,10,3102.210526,-3658.569334,903.9372993,-21.77632148,-1.350882604,0.003066293,-3.079637574,-0.000140538,0.000952442,3,3
30.6,9,3063.784924,-2766.543176,410.8255498,-21.74454351,1.791056698,0.003061862,3.059410076,-0.000140335,0.000789291,3,3
30.6,8,3246.195042,2875.94197,855.8304955,-0.409531294,-0.197219903,2.02E-11,-2.692793651,-4.43E-11,1.18E-09,2,2
30.6,7,3217.281157,3076.7,1267.29,-0.454545455,-2.97E-10,2.33E-11,-3.141592653,-5.13E-11,3.22E-11,2,2
30.6,6,3057.525042,2939.95803,1523.090495,-0.409531294,0.197219902,-5.18E-11,2.692793652,1.14E-10,-1.21E-09,2,2
30.7,1,1768.864188,-2573.936515,2879.701993,0.40953125,0.197219993,3.66E-11,0.448799224,-8.06E-11,-1.41E-09,1,1
30.7,2,1912.696359,-1399.203181,2958.333257,0.283404448,0.355377953,8.55E-11,0.897597923,-1.88E-10,1.21E-08,1,1
30.7,3,1781.772461,-3655.079859,3103.213626,0.101145896,0.443149047,5.70E-11,1.346396814,-1.25E-10,-1.18E-08,1,1
30.7,4,932.6238446,-1739.563406,2517.02303,-0.101145914,0.443149043,-1.33E-11,1.795195882,2.93E-11,1.14E-08,1,1
30.7,5,3325.21839,4442.650533,1709.131735,-0.283404436,0.355377962,-4.68E-11,2.243994698,1.03E-10,1.31E-08,2,2
30.7,16,4933.782061,4413.533816,2656.751987,0.283404423,0.355377972,-7.43E-11,0.897597991,1.63E-10,-2.57E-09,5,5
30.7,17,2499.447954,4878.340866,1860.862227,0.101145834,0.443149061,-2.02E-11,1.346396953,4.45E-11,2.03E-08,5,5
30.7,15,3681.208683,4472.880958,2296.711245,0.409531287,0.197219916,8.31E-12,0.448799034,-1.83E-11,-3.77E-09,5,5
30.7,14,-4479.924083,-966.8403015,2907.692878,0.454545455,-3.61E-08,8.83E-11,-7.93E-08,-1.94E-10,4.79E-09,4,4
30.7,13,-2864.087066,-19.66966287,2897.891967,0.409531288,-0.197219914,5.17E-11,-0.44879903,-1.14E-10,-9.30E-09,4,4
30.7,12,-2734.739092,-2278.926585,2489.702321,0.283404467,-0.355377938,-1.51E-11,-0.89759787,3.31E-11,1.16E-08,4,4
30.7,11,3032.411285,-3088.98244,623.6506158,-21.67411947,-2.503117515,0.003061673,-3.026613258,-0.000140327,-0.000234149,3,3
30.7,10,3100.032896,-3658.704469,903.9376069,-21.77626372,-1.351813335,0.003076706,-3.079594833,-0.000141016,0.000950576,3,3
30.7,9,3061.610467,-2766.364109,410.825857,-21.74460697,1.790286033,0.00307228,3.059445518,-0.000140813,0.000788245,3,3
30.7,8,3246.154089,2875.922248,855.8304955,-0.409531295,-0.197219899,3.44E-11,-2.69279366,-7.58E-11,-4.10E-09,2,2
30.7,7,3217.235702,3076.7,1267.29,-0.454545455,-3.43E-10,4.52E-11,-3.141592653,-9.94E-11,4.62E-11,2,2
30.7,6,3057.484089,2939.977752,1523.090495,-0.409531295,0.197219899,-5.42E-11,2.692793661,1.19E-10,4.08E-09,2,2
30.8,1,1768.905141,-2573.916793,2879.701993,0.409531262,0.197219968,2.99E-11,0.448799162,-6.57E-11,-2.87E-08,1,1
30.8,2,1912.724699,-1399.167643,2958.333257,0.283404441,0.355377958,7.05E-11,0.897597942,-1.55E-10,8.85E-09,1,1
30.8,3,1781.782576,-3655.035544,3103.213626,0.101145902,0.443149046,2.06E-11,1.346396799,-4.53E-11,-6.95E-09,1,1
30.8,4,932.61373,-1739.519091,2517.02303,-0.101145917,0.443149042,4.42E-11,1.795195887,-9.73E-11,2.41E-09,1,1
30.8,5,3325.190049,4442.686071,1709.131735,-0.283404449,0.355377951,-1.24E-11,2.243994736,2.73E-11,1.73E-08,2,2
30.8,16,4933.810401,4413.569354,2656.751987,0.283404432,0.355377965,-6.06E-11,0.897597967,1.33E-10,-1.14E-08,5,5
30.8,17,2499.458069,4878.385181,1860.862227,0.101145826,0.443149063,-5.59E-11,1.346396971,1.23E-10,8.25E-09,5,5
30.8,15,3681.249637,4472.90068,2296.711245,0.409531292,0.197219905,-1.95E-11,0.448799009,4.28E-11,-1.18E-08,5,5
30.8,14,-4479.878628,-966.8403015,2907.692878,0.454545455,-2.40E-08,9.08E-11,-5.28E-08,-2.00E-10,1.23E-08,4,4
30.8,13,-2864.046113,-19.68938486,2897.891967,0.409531288,-0.197219914,4.23E-12,-0.448799031,-9.31E-12,-5.58E-10,4,4
30.8,12,-2734.710751,-2278.962123,2489.702321,0.283404472,-0.355377933,3.48E-11,-0.897597854,-7.67E-11,7.39E-09,4,4
30.8,11,3030.243872,-3089.23274,623.650923,-21.67414567,-2.502890649,0.003072052,-3.026623725,-0.000140802,-0.000232795,3,3
30.8,10,3097.855273,-3658.839697,903.9379156,-21.77620603,-1.352742202,0.003087118,-3.079552178,-0.000141493,0.000948676,3,3
30.8,9,3059.436003,-2766.185119,410.8261652,-21.74467033,1.789516344,0.003082697,3.059480915,-0.00014129,0.000787245,3,3
30.8,8,3246.113136,2875.902526,855.8304955,-0.409531299,-0.197219892,3.34E-11,-2.692793677,-7.35E-11,-8.01E-09,2,2
30.8,7,3217.190248,3076.7,1267.29,-0.454545455,-3.90E-10,4.60E-11,-3.141592653,-1.01E-10,4.88E-11,2,2
30.8,6,3057.443136,2939.997474,1523.090495,-0.409531299,0.197219892,-4.83E-11,2.692793678,1.06E-10,8.01E-09,2,2
30.9,1,1768.946094,-2573.897071,2879.701993,0.409531282,0.197219926,3.34E-11,0.44879906,-7.35E-11,-4.72E-08,1,1
30.9,2,1912.75304,-1399.132106,2958.333257,0.283404438,0.35537796,3.58E-11,0.89759795,-7.87E-11,3.94E-09,1,1
30.9,3,1781.792691,-3654.991229,3103.213626,0.101145903,0.443149045,2.44E-11,1.346396797,-5.37E-11,-1.06E-09,1,1
30.9,4,932.6036154,-1739.474776,2517.02303,-0.101145911,0.443149044,5.95E-11,1.795195873,-1.31E-10,-6.29E-09,1,1
30.9,5,3325.161709,4442.721608,1709.131735,-0.283404463,0.355377941,-4.39E-11,2.243994774,9.66E-11,1.75E-08,2,2
30.9,16,4933.838742,4413.604892,2656.751987,0.283404445,0.355377955,-5.38E-11,0.89759793,1.18E-10,-1.70E-08,5,5
30.9,17,2499.468183,4878.429496,1860.862227,0.10114583,0.443149062,-3.91E-11,1.346396961,8.59E-11,-4.47E-09,5,5
30.9,15,3681.29059,4472.920402,2296.711245,0.409531299,0.197219891,-1.93E-11,0.448798973,4.24E-11,-1.66E-08,5,5
30.9,14,-4479.833174,-966.8403015,2907.692878,0.454545455,-7.87E-09,8.05E-11,-1.73E-08,-1.77E-10,1.65E-08,4,4
30.9,13,-2864.00516,-19.70910685,2897.891967,0.409531291,-0.197219908,-5.52E-12,-0.448799015,1.21E-11,7.52E-09,4,4
30.9,12,-2734.682411,-2278.997661,2489.702321,0.283404474,-0.355377932,2.82E-11,-0.89759785,-6.19E-11,1.97E-09,4,4
30.9,11,3028.076456,-3089.483018,623.6512312,-21.67417175,-2.502664716,0.003082432,-3.026634149,-0.000141278,-0.000231838,3,3
30.9,10,3095.677655,-3658.975017,903.9382253,-21.77614842,-1.353669183,0.00309753,-3.079509609,-0.00014197,0.000946752,3,3
30.9,9,3057.261533,-2766.006206,410.8264745,-21.74473358,1.788747584,0.003093114,3.059516269,-0.000141768,0.000786292,3,3
30.9,8,3246.072183,2875.882804,855.8304955,-0.409531303,-0.197219883,7.50E-11,-2.692793699,-1.65E-10,-9.82E-09,2,2
30.9,7,3217.144793,3076.7,1267.29,-0.454545455,-4.27E-10,4.08E-11,-3.141592653,-8.98E-11,3.70E-11,2,2
30.9,6,3057.402183,2940.017196,1523.090495,-0.409531303,0.197219883,-6.78E-12,2.692793699,1.49E-11,9.84E-09,2,2
31,1,1768.987047,-2573.877349,2879.701993,0.409531305,0.197219879,2.68E-11,0.448798943,-5.90E-11,-5.40E-08,1,1
31,2,1912.78138,-1399.096568,2958.333257,0.283404439,0.35537796,2.46E-11,0.897597947,-5.41E-11,-1.37E-09,1,1
31,3,1781.802805,-3654.946914,3103.213626,0.101145899,0.443149046,6.66E-11,1.346396807,-1.47E-10,4.51E-09,1,1
31,4,932.5935009,-1739.430461,2517.02303,-0.101145898,0.443149046,4.01E-11,1.795195846,-8.81E-11,-1.28E-08,1,1
31,5,3325.133369,4442.757146,1709.131735,-0.283404473,0.355377932,-4.49E-11,2.243994803,9.87E-11,1.38E-08,2,2
31,16,4933.867082,4413.64043,2656.751987,0.283404459,0.355377943,-2.55E-11,0.89759789,5.62E-11,-1.84E-08,5,5
31,17,2499.478298,4878.473811,1860.862227,0.101145845,0.443149059,-3.36E-12,1.346396929,7.38E-12,-1.51E-08,5,5
31,15,3681.331543,4472.940124,2296.711245,0.409531307,0.197219875,-3.51E-11,0.448798935,7.73E-11,-1.73E-08,5,5
